NW_022145594.1:386506_397449	24.65	35.15	12.71	33.42
NW_022145594.1:1061433_1081134	14.75	19.64	9.01	18.89
NW_022145594.1:1200291_1211936	27.75	18.7	12.8	17.71
NW_022145594.1:1497814_1511576	16.59	21.23	16.81	11.07
NW_022145594.1:2066859_2079343	14.78	17.4	9.01	22.64
NW_022145594.1:2357641_2367805	14.99	41.41	7.11	19.51
NW_022145594.1:2663397_2696256	77.38	31.41	18.65	9.94
NW_022145594.1:2838088_2849615	20.58	38.02	21.09	37.76
NW_022145594.1:2927226_2945605	17.39	21.76	16.56	20.89
NW_022145594.1:2945703_2965604	20.23	40.42	14.81	47.23
NW_022145594.1:3023222_3049901	21.91	29.68	12.55	19.77
NW_022145594.1:3403873_3418143	22.42	16.86	5.36	13.2
NW_022145594.1:3639531_3657216	13.84	19.09	9.71	34.41
NW_022145594.1:4131988_4159879	37.77	25.46	31.48	29.61
NW_022145594.1:4509299_4543462	24.68	26.12	11.15	31.78
NW_022145594.1:5266744_5278945	55.22	33.7	18.16	49.96
NW_022145594.1:5713585_5807045	33.77	41.96	11.52	54.55
NW_022145594.1:5851726_5884043	20.28	29.89	12.31	15.29
NW_022145594.1:6366603_6478127	18.17	19.57	9.46	9.18
NW_022145594.1:8006888_8024088	14.04	18.17	9.75	28.6
NW_022145594.1:8438015_8450353	15.58	15.9	7.83	17.81
NW_022145594.1:9492750_9507804	9.73	12.79	5.78	9.68
NW_022145594.1:10060314_10076501	27.86	28.33	15.33	12.13
NW_022145594.1:10170970_10219263	28.48	35.72	10.51	16.34
NW_022145594.1:10644416_10654523	25.64	75.97	14.33	75.92
NW_022145594.1:12612753_12650594	21.79	18.22	7.3	11.73
NW_022145594.1:12811850_12929285	7.25	15.35	6.89	7.53
NW_022145594.1:13195102_13223219	8.61	11.38	7.64	8.04
NW_022145594.1:16828437_16865367	19.87	14.53	12.29	6.16
NW_022145594.1:18412821_18476025	13.59	15.87	8.61	13.73
NW_022145594.1:18774378_18801476	18.8	16.02	7.24	9.46
NW_022145594.1:19351947_19398680	16.62	23.34	11.99	12.64
NW_022145594.1:19657290_19787366	17.06	20.5	6.51	18.4
NW_022145594.1:19811562_19822878	23.29	16.52	7.09	7.85
NW_022145594.1:19863513_19927898	17.87	17.43	9.83	10.17
NW_022145594.1:20160897_20175001	14.31	19.07	6.64	13.42
NW_022145594.1:20282439_20310283	23.47	14.29	7.54	8.25
NW_022145594.1:20324070_20335170	42.48	34.56	18.37	29.21
NW_022145594.1:20450387_20464924	29.1	23.02	18.03	6.76
NW_022145594.1:20640098_20668430	18.89	32.78	12.26	13.58
NW_022145594.1:20776707_20792631	14.58	18.08	6.64	16.14
NW_022145594.1:21405674_21424817	6.74	17.68	5.37	17.6
NW_022145594.1:21752765_21788728	48.04	27.36	26.95	39.81
NW_022145594.1:22030587_22045381	32.61	76.57	22.64	22.89
NW_022145594.1:22238706_22251814	74.69	37.15	18.33	20.7
NW_022145594.1:22253960_22267253	18.67	22.42	33.65	11.69
NW_022145594.1:22474899_22489880	17.93	20.83	13.4	9.92
NW_022145594.1:22559128_22573641	17.51	12.48	15.77	32.73
NW_022145594.1:23056918_23110184	15.45	6.89	11.27	7.05
NW_022145594.1:24241947_24255344	13.46	16.93	6.74	13.12
NW_022145594.1:24821925_24861940	28.14	22.74	17.7	14.85
NW_022145594.1:25279423_25332653	32.47	22.22	12.38	9.42
NW_022145594.1:27836051_27864337	18.35	15.06	5.05	14.52
NW_022145594.1:30080871_30131833	40.93	53.45	18.37	14.21
NW_022145594.1:30132079_30169559	51.47	84.09	29.53	23.91
NW_022145594.1:30386281_30401284	42.27	41.38	24.19	8.18
NW_022145594.1:31225593_31244606	84.98	81.27	44.71	33.36
NW_022145594.1:31458692_31480887	15.87	32.89	9.28	45.22
NW_022145594.1:31828964_31843620	26.65	26.77	11.26	21.03
NW_022145594.1:31894833_31950420	9.84	36.4	5.07	6.13
NW_022145594.1:31959864_31979278	13.5	24.07	5.49	8.79
NW_022145594.1:32103987_32133615	23.48	22.51	11.62	12.42
NW_022145594.1:33333625_33348949	20.39	16.07	10.71	6.71
NW_022145594.1:33626165_33637183	20.21	27.5	12.27	16.2
NW_022145594.1:35022922_35057902	14.06	22.05	11.98	15.13
NW_022145594.1:35144487_35169592	19.38	33.73	6.86	35.22
NW_022145594.1:35535885_35552291	15.42	27.13	5.32	10.56
NW_022145594.1:36020621_36037139	29.61	29.4	21.3	22.99
NW_022145594.1:36519384_36560684	10.29	28.4	12.59	31.17
NW_022145594.1:36870435_36915259	42.21	71.7	25.8	27.05
NW_022145594.1:37314791_37339125	14.23	19.75	10.26	24.87
NW_022145594.1:37834052_37862114	15.28	28.51	8.38	14.62
NW_022145594.1:38024962_38088320	8.73	24.31	7.68	10.5
NW_022145594.1:39834194_39847487	22.14	60.45	12.83	22.14
NW_022145594.1:39872312_39890128	29.22	91.35	13.83	23.89
NW_022145594.1:39975019_40120961	27.31	22.05	9.15	7.67
NW_022145594.1:40247941_40270842	17.85	15.45	10.18	20.13
NW_022145594.1:40769159_40782877	19.51	40.55	14.84	7.16
NW_022145594.1:41523637_41546772	28.4	32.69	11.49	19.71
NW_022145594.1:42469351_42499943	17.09	38.76	16.64	47.09
NW_022145594.1:43017254_43058192	16.18	29.04	6.85	35.77
NW_022145594.1:43255757_43276425	16.22	24.15	14.03	17.66
NW_022145594.1:43277072_43294111	33.64	28.15	15.71	14.6
NW_022145594.1:43407985_43453605	67.38	30.67	8.44	12.37
NW_022145594.1:45876528_45891841	17.52	24.73	9.69	28.49
NW_022145594.1:46191328_46202134	38.33	25.85	6.94	18.61
NW_022145594.1:46306905_46356920	18.01	32.58	6.59	9.25
NW_022145594.1:46389234_46425091	18.49	20.89	7.03	18.6
NW_022145594.1:46425099_46456378	11.28	18.29	5.41	31.43
NW_022145594.1:46568137_46602443	18.45	19.68	5.49	16.12
NW_022145594.1:46785617_46850441	28.56	16.89	6.08	15.42
NW_022145594.1:46911625_46979493	19.48	26.45	12.52	14.74
NW_022145594.1:47031352_47046027	38.1	38.68	16.17	13.99
NW_022145594.1:47241390_47251882	20.98	25.9	9.16	28.78
NW_022145594.1:47277931_47291767	23.5	18.74	6.51	7.2
NW_022145594.1:47334320_47350698	42.05	23.28	8.84	11.72
NW_022145594.1:47780596_47813927	20.95	20.62	8.13	60.73
NW_022145594.1:47984745_47995328	13.15	11.71	6.25	11.77
NW_022145594.1:48156424_48170832	24.37	33.24	10.69	23.65
NW_022145594.1:48751425_48763194	10.18	24.24	8.4	12.34
NW_022145594.1:48995483_49055682	15.53	16.38	11.21	10.37
